"Date","Price","Open","High","Low","Vol.","Change %"
"05/26/2021","89.640","89.835","90.156","89.592","","-0.44%"
"05/25/2021","90.033","89.753","90.068","89.711","","0.31%"
"05/24/2021","89.755","89.705","90.179","89.525","","0.08%"
"05/21/2021","89.680","89.961","90.081","89.373","","-0.19%"
"05/20/2021","89.850","89.840","89.933","89.700","","0.03%"
"05/19/2021","89.820","90.166","90.228","89.802","","-0.32%"
"05/18/2021","90.111","89.800","90.300","89.727","","0.48%"
"05/17/2021","89.676","89.663","90.133","89.571","","-0.22%"
"05/14/2021","89.876","89.545","89.880","89.401","","0.47%"
"05/13/2021","89.455","89.933","90.010","89.188","","-0.77%"
"05/12/2021","90.147","89.893","90.188","89.761","","0.11%"
"05/11/2021","90.045","90.082","90.326","89.832","","-0.18%"
"05/10/2021","90.210","89.582","90.271","89.298","","0.48%"
"05/07/2021","89.775","89.580","89.800","89.378","","0.23%"
"05/06/2021","89.571","89.800","89.952","89.427","","-0.34%"
"05/05/2021","89.878","89.871","89.942","89.447","","-0.08%"
"05/04/2021","89.946","90.480","90.622","89.839","","-0.49%"
"04/30/2021","90.386","90.298","90.820","90.230","","-0.08%"
"04/29/2021","90.457","90.294","90.543","89.955","","0.30%"
"04/28/2021","90.185","90.460","90.518","90.000","","-0.43%"
"04/27/2021","90.573","90.591","90.705","90.311","","-0.09%"
"04/26/2021","90.655","90.653","90.842","90.294","","-0.03%"
"04/23/2021","90.680","90.332","90.738","90.059","","0.06%"
"04/22/2021","90.630","92.284","92.300","90.401","","-1.68%"
"04/21/2021","92.180","92.268","92.469","91.675","","-0.26%"
"04/20/2021","92.418","91.745","92.724","91.661","","0.54%"
"04/19/2021","91.925","91.100","91.981","91.100","","1.22%"
"04/16/2021","90.817","90.907","91.160","90.170","","-0.54%"
"04/15/2021","91.312","92.335","92.812","91.130","","0.41%"
"04/14/2021","90.940","90.405","90.982","90.332","","0.20%"
"04/13/2021","90.760","92.079","92.171","90.582","","-1.50%"
"04/12/2021","92.146","92.179","92.342","91.719","","0.02%"
"04/09/2021","92.124","91.720","92.198","91.652","","0.60%"
"04/08/2021","91.578","91.262","91.894","91.206","","0.21%"
"04/07/2021","91.383","91.945","92.721","91.356","","-0.38%"
"04/06/2021","91.729","90.055","91.729","89.973","","1.64%"
"04/05/2021","90.245","89.833","90.318","89.527","","0.33%"
"04/02/2021","89.950","89.677","89.974","89.423","","0.13%"
"04/01/2021","89.835","88.712","90.003","88.710","","1.19%"
"03/31/2021","88.780","88.865","88.931","88.226","","-0.14%"
"03/30/2021","88.909","88.709","89.260","88.698","","-0.12%"
"03/29/2021","89.020","89.261","89.598","88.951","","-0.27%"
"03/26/2021","89.258","89.407","89.731","89.090","","-0.45%"
"03/25/2021","89.662","90.150","90.362","89.493","","-0.84%"
"03/24/2021","90.423","90.734","90.736","89.639","","-0.05%"
"03/23/2021","90.470","89.700","90.745","89.603","","1.17%"
"03/22/2021","89.423","88.450","89.593","88.357","","1.36%"
"03/19/2021","88.221","88.691","88.755","87.755","","-0.39%"
"03/18/2021","88.563","88.125","88.630","87.898","","0.37%"
"03/17/2021","88.235","86.987","88.320","86.911","","1.74%"
"03/16/2021","86.726","87.010","87.113","86.521","","-0.17%"
"03/15/2021","86.875","87.628","87.630","86.875","","-0.93%"
"03/12/2021","87.692","87.925","87.993","87.489","","-0.23%"
"03/11/2021","87.894","87.830","88.368","87.644","","0.16%"
"03/10/2021","87.750","87.962","88.120","87.604","","-0.28%"
"03/09/2021","87.996","88.512","88.512","87.845","","-0.58%"
"03/05/2021","88.512","89.401","89.401","88.408","","-0.99%"
"03/04/2021","89.401","89.008","89.695","88.387","","0.15%"
"03/03/2021","89.270","89.300","89.375","88.782","","0.03%"
"03/02/2021","89.245","89.577","89.717","88.581","","-0.10%"
"03/01/2021","89.338","90.097","90.097","89.010","","-0.84%"
"02/26/2021","90.097","90.953","90.955","90.057","","-0.94%"
"02/25/2021","90.953","89.443","91.055","89.330","","1.69%"
"02/24/2021","89.443","90.350","90.356","89.298","","-1.00%"
"02/22/2021","90.350","89.850","90.997","89.830","","0.50%"
"02/20/2021","89.897","89.822","89.900","89.487","","0.08%"
"02/19/2021","89.822","89.380","89.894","89.380","","0.49%"
"02/18/2021","89.380","88.772","89.512","88.700","","0.69%"
"02/17/2021","88.772","89.251","89.341","88.761","","-0.54%"
"02/16/2021","89.251","88.980","89.477","88.805","","0.30%"
"02/15/2021","88.980","89.329","89.329","88.788","","-0.39%"
"02/12/2021","89.329","89.362","90.115","89.173","","-0.04%"
"02/11/2021","89.362","89.607","89.607","89.269","","-0.27%"
"02/10/2021","89.607","89.540","89.738","89.348","","0.07%"
"02/09/2021","89.540","89.574","89.785","89.392","","-0.04%"
"02/08/2021","89.574","89.951","89.952","89.264","","-0.42%"
"02/05/2021","89.951","90.360","90.360","89.483","","-0.45%"
"02/04/2021","90.360","91.348","91.350","90.296","","-1.08%"
"02/03/2021","91.348","91.713","91.806","91.102","","-0.40%"
"02/02/2021","91.713","91.809","91.809","90.741","","-0.10%"
"02/01/2021","91.809","91.853","92.060","91.207","","-0.05%"
"01/29/2021","91.853","92.127","92.425","91.412","","-0.30%"
"01/28/2021","92.127","91.799","92.498","91.776","","0.36%"
"01/27/2021","91.799","91.374","91.884","91.056","","0.46%"
"01/26/2021","91.374","91.482","91.900","91.144","","-0.12%"
"01/25/2021","91.482","91.626","91.962","90.878","","-0.16%"
"01/22/2021","91.626","89.846","91.683","89.843","","1.98%"
"01/21/2021","89.846","88.960","89.913","88.845","","1.00%"
"01/20/2021","88.960","89.335","89.370","88.831","","-0.42%"
"01/19/2021","89.335","89.420","89.737","89.074","","-0.09%"
"01/18/2021","89.420","88.921","89.672","88.920","","0.56%"
"01/15/2021","88.921","89.069","89.405","88.862","","-0.17%"
"01/14/2021","89.069","89.618","89.863","88.817","","-0.61%"
"01/13/2021","89.618","89.773","90.063","89.434","","-0.17%"
"01/12/2021","89.773","90.800","90.800","89.455","","-1.13%"
"01/11/2021","90.800","90.660","91.085","90.513","","0.15%"
"01/08/2021","90.660","91.102","91.467","90.630","","-0.48%"
"01/06/2021","91.102","91.029","91.283","90.609","","0.08%"
"01/05/2021","91.029","90.967","92.284","90.863","","0.07%"
"01/04/2021","90.967","91.536","91.536","89.816","","-0.62%"
"12/30/2020","91.536","90.671","92.089","90.446","","0.95%"
"12/29/2020","90.671","90.050","90.772","89.886","","0.69%"
"12/28/2020","90.050","90.565","90.565","89.853","","-0.57%"
"12/25/2020","90.565","90.094","90.668","89.785","","0.52%"
"12/24/2020","90.094","91.488","91.725","89.960","","-1.52%"
"12/23/2020","91.488","92.230","92.282","91.151","","-0.81%"
"12/22/2020","92.230","91.531","92.374","91.530","","0.76%"
"12/21/2020","91.531","89.844","91.838","89.820","","1.88%"
"12/18/2020","89.844","89.358","90.508","89.357","","0.54%"
"12/17/2020","89.358","89.477","89.536","88.834","","-0.13%"
"12/16/2020","89.477","89.235","89.868","89.178","","0.27%"
"12/15/2020","89.235","89.688","89.690","89.025","","-0.50%"
"12/14/2020","89.688","88.417","89.922","88.409","","1.44%"
"12/11/2020","88.417","88.680","88.953","88.396","","-0.30%"
"12/10/2020","88.680","89.245","89.330","88.457","","-0.63%"
"12/09/2020","89.245","88.984","89.453","88.748","","0.29%"
"12/08/2020","88.984","89.198","89.421","88.581","","-0.24%"
"12/07/2020","89.198","89.794","90.119","88.999","","-0.66%"
"12/04/2020","89.794","90.401","90.484","89.662","","-0.67%"
"12/03/2020","90.401","90.879","91.358","90.215","","-0.53%"
"12/02/2020","90.879","91.491","91.610","90.783","","-0.67%"
"12/01/2020","91.491","91.186","91.505","90.710","","0.33%"
"11/30/2020","91.186","90.733","91.564","90.732","","0.50%"
"11/27/2020","90.733","90.249","90.981","90.175","","0.54%"
"11/26/2020","90.249","90.046","90.249","89.912","","0.23%"
"11/25/2020","90.046","89.680","90.424","89.680","","0.41%"
"11/24/2020","89.680","90.201","90.449","89.542","","-0.58%"
"11/23/2020","90.201","90.365","90.456","89.723","","-0.18%"
"11/20/2020","90.365","90.338","90.464","90.094","","0.03%"
"11/19/2020","90.338","90.182","90.560","90.158","","0.17%"
"11/18/2020","90.182","90.450","90.642","89.765","","-0.30%"
"11/17/2020","90.450","90.249","90.981","90.217","","0.22%"
"11/16/2020","90.249","91.606","91.606","90.222","","-1.48%"
"11/13/2020","91.606","91.297","91.889","91.170","","0.34%"
"11/12/2020","91.297","90.812","91.450","90.575","","0.53%"
"11/11/2020","90.812","90.404","90.842","89.647","","0.45%"
"11/10/2020","90.404","90.247","90.777","89.957","","0.17%"
"11/09/2020","90.247","91.966","92.020","89.805","","-1.87%"
"11/06/2020","91.966","91.048","92.485","91.048","","1.01%"
"11/05/2020","91.048","92.888","92.890","90.752","","-1.98%"
"11/03/2020","92.888","93.720","93.720","92.701","","-0.89%"
"11/02/2020","93.720","92.609","94.108","92.609","","1.20%"
"10/30/2020","92.609","92.078","92.876","91.982","","0.58%"
"10/29/2020","92.078","93.033","93.386","91.887","","-1.03%"
"10/28/2020","93.033","91.245","93.077","91.141","","1.96%"
"10/27/2020","91.245","90.310","91.310","90.192","","1.04%"
"10/26/2020","90.310","90.306","90.514","89.852","","0.00%"
"10/23/2020","90.306","90.522","90.739","90.137","","-0.24%"
"10/22/2020","90.522","90.988","91.448","90.315","","-0.51%"
"10/21/2020","90.988","91.463","91.572","90.976","","-0.52%"
"10/20/2020","91.463","91.395","92.167","91.395","","0.07%"
"10/19/2020","91.395","91.244","91.673","91.066","","0.17%"
"10/16/2020","91.244","91.405","91.787","91.122","","-0.18%"
"10/15/2020","91.405","91.210","91.812","91.200","","0.21%"
"10/14/2020","91.210","90.470","91.319","90.470","","0.82%"
"10/13/2020","90.470","91.114","91.223","90.365","","-0.71%"
"10/12/2020","91.114","90.810","91.157","90.735","","0.33%"
"10/09/2020","90.810","90.993","91.183","90.520","","-0.20%"
"10/08/2020","90.993","91.824","91.855","90.857","","-0.91%"
"10/07/2020","91.824","92.070","92.331","91.671","","-0.27%"
"10/06/2020","92.070","92.038","92.666","91.649","","0.03%"
"10/05/2020","92.038","91.625","92.742","91.300","","0.45%"
"10/02/2020","91.625","90.826","92.224","90.826","","0.88%"
"10/01/2020","90.826","91.032","91.143","90.565","","-0.23%"
"09/30/2020","91.032","92.859","93.111","90.926","","-1.97%"
"09/29/2020","92.859","92.193","93.302","91.998","","0.72%"
"09/28/2020","92.193","90.932","92.408","90.809","","1.39%"
"09/25/2020","90.932","89.965","91.248","89.557","","1.07%"
"09/24/2020","89.965","89.850","90.212","89.604","","0.13%"
"09/23/2020","89.850","89.116","89.982","89.110","","0.82%"
"09/22/2020","89.116","89.620","89.685","89.017","","-0.56%"
"09/21/2020","89.620","89.690","90.381","89.550","","-0.08%"
"09/18/2020","89.690","89.120","89.744","88.845","","0.64%"
"09/17/2020","89.120","88.560","89.155","88.368","","0.63%"
"09/16/2020","88.560","88.843","89.058","88.397","","-0.32%"
"09/15/2020","88.843","89.270","89.543","88.710","","-0.48%"
"09/14/2020","89.270","88.845","89.636","88.421","","0.48%"
"09/11/2020","88.845","88.871","89.000","88.535","","-0.03%"
"09/10/2020","88.871","88.960","89.467","88.782","","-0.10%"
"09/09/2020","88.960","89.879","89.900","88.880","","-1.02%"
"09/08/2020","89.879","89.557","90.255","89.413","","0.36%"
"09/07/2020","89.557","89.250","90.073","89.228","","0.34%"
"09/04/2020","89.250","89.220","89.407","88.766","","0.03%"
"09/03/2020","89.220","89.363","89.575","88.662","","-0.16%"
"09/02/2020","89.363","87.671","89.615","87.628","","1.93%"
"09/01/2020","87.671","88.419","88.419","87.671","","-0.85%"
"08/31/2020","88.419","88.061","89.002","87.628","","0.41%"
"08/28/2020","88.061","88.609","88.900","88.003","","-0.62%"
"08/27/2020","88.609","89.243","89.245","88.405","","-0.71%"
"08/26/2020","89.243","89.187","89.794","89.001","","0.06%"
"08/25/2020","89.187","87.965","89.403","87.820","","1.39%"
"08/24/2020","87.965","88.214","88.214","87.725","","-0.28%"
"08/21/2020","88.214","87.515","88.262","87.500","","0.80%"
"08/20/2020","87.515","86.791","87.848","86.791","","0.83%"
"08/19/2020","86.791","87.292","87.784","86.712","","-0.57%"
"08/18/2020","87.292","87.484","87.601","86.809","","-0.22%"
"08/17/2020","87.484","86.250","87.521","86.248","","1.43%"
"08/14/2020","86.250","86.200","86.795","86.147","","0.06%"
"08/13/2020","86.200","86.859","87.223","86.153","","-0.76%"
"08/12/2020","86.859","85.895","87.050","85.757","","1.12%"
"08/11/2020","85.895","86.257","86.290","85.658","","-0.42%"
"08/10/2020","86.257","86.884","87.099","86.200","","-0.72%"
"08/07/2020","86.884","87.027","87.343","86.675","","-0.16%"
"08/06/2020","87.027","86.454","87.280","86.322","","0.66%"
"08/05/2020","86.454","86.754","86.815","86.300","","-0.35%"
"08/04/2020","86.754","86.018","87.255","85.937","","0.86%"
"08/03/2020","86.018","87.555","87.615","86.000","","-1.76%"
"07/31/2020","87.555","86.671","87.991","86.650","","1.02%"
"07/30/2020","86.671","85.605","86.949","85.605","","1.24%"
"07/29/2020","85.605","85.050","85.855","84.771","","0.65%"
"07/28/2020","85.050","84.075","85.191","84.048","","1.16%"
"07/27/2020","84.075","83.600","84.472","83.589","","0.57%"
"07/24/2020","83.600","82.856","83.637","82.757","","0.90%"
"07/23/2020","82.856","82.192","82.910","82.077","","0.81%"
"07/22/2020","82.192","81.516","82.553","81.413","","0.83%"
"07/21/2020","81.516","81.678","81.678","80.862","","-0.20%"
"07/20/2020","81.678","82.224","82.556","81.520","","-0.66%"
"07/17/2020","82.224","81.489","82.259","81.489","","0.90%"
"07/16/2020","81.489","80.990","81.560","80.990","","0.62%"
"07/15/2020","80.990","80.770","81.293","80.732","","0.27%"
"07/14/2020","80.770","80.534","81.150","80.366","","0.29%"
"07/13/2020","80.534","79.885","80.606","79.880","","0.81%"
"07/10/2020","79.885","80.000","80.472","79.885","","-0.14%"
"07/09/2020","80.000","80.616","80.666","79.957","","-0.76%"
"07/08/2020","80.616","80.575","80.870","80.147","","0.05%"
"07/07/2020","80.575","81.168","81.629","80.365","","-0.73%"
"07/06/2020","81.168","80.292","81.546","79.966","","1.09%"
"07/03/2020","80.292","79.300","80.567","79.108","","1.25%"
"07/02/2020","79.300","79.957","79.957","79.066","","-0.82%"
"06/30/2020","79.957","78.689","80.149","78.685","","1.61%"
"06/29/2020","78.689","78.330","79.196","78.330","","0.46%"
"06/26/2020","78.330","77.439","78.375","77.411","","1.15%"
"06/25/2020","77.439","77.859","78.291","77.427","","-0.54%"
"06/23/2020","77.859","77.850","77.939","77.559","","0.01%"
"06/22/2020","77.850","77.649","78.048","77.641","","0.26%"
"06/19/2020","77.649","78.312","78.312","77.619","","-0.85%"
"06/18/2020","78.312","78.410","78.410","77.873","","-0.12%"
"06/17/2020","78.410","78.425","78.499","78.086","","-0.02%"
"06/16/2020","78.425","78.712","79.211","77.957","","-0.36%"
"06/15/2020","78.712","79.298","79.298","78.711","","-0.74%"
"06/11/2020","79.298","77.898","79.546","77.898","","1.80%"
"06/10/2020","77.898","77.703","78.330","77.690","","0.25%"
"06/09/2020","77.703","77.014","78.021","77.014","","0.90%"
"06/08/2020","77.014","77.551","77.560","76.906","","-0.69%"
"06/05/2020","77.551","78.365","78.382","77.180","","-1.04%"
"06/04/2020","78.365","77.150","78.580","77.150","","1.57%"
"06/03/2020","77.150","76.702","77.269","76.513","","0.58%"
"06/02/2020","76.702","76.953","77.144","76.602","","-0.33%"
"06/01/2020","76.953","77.932","77.932","76.953","","-1.26%"
"05/29/2020","77.932","78.092","78.735","77.928","","-0.21%"
"05/28/2020","78.092","78.100","78.369","77.753","","-0.01%"
"05/27/2020","78.100","77.750","78.509","77.595","","0.45%"
"05/26/2020","77.750","78.150","78.150","77.513","","-0.51%"
"05/25/2020","78.150","78.076","78.354","77.780","","0.09%"
"05/22/2020","78.076","77.700","78.607","77.700","","0.48%"
"05/21/2020","77.700","78.035","78.090","77.536","","-0.43%"
"05/20/2020","78.035","79.185","79.337","78.031","","-1.45%"
"05/19/2020","79.185","79.318","79.545","79.031","","-0.17%"
"05/18/2020","79.318","79.621","79.622","78.748","","-0.38%"
"05/15/2020","79.621","79.317","79.887","78.983","","0.38%"
"05/14/2020","79.317","79.950","80.348","79.317","","-0.79%"
"05/13/2020","79.950","79.988","80.385","79.472","","-0.05%"
"05/12/2020","79.988","79.585","80.050","79.206","","0.51%"
"05/08/2020","79.585","80.253","80.260","79.257","","-0.83%"
"05/07/2020","80.253","80.480","80.480","79.361","","-0.28%"
"05/06/2020","80.480","79.941","81.110","79.530","","0.67%"
"05/05/2020","79.941","81.556","81.556","79.789","","-1.98%"
"05/04/2020","81.556","81.457","83.023","81.450","","0.12%"
"04/30/2020","81.457","79.391","81.610","79.022","","2.60%"
"04/29/2020","79.391","80.200","80.214","79.360","","-1.01%"
"04/28/2020","80.200","80.688","80.921","80.200","","-0.60%"
"04/27/2020","80.688","80.673","81.040","80.332","","0.02%"
"04/24/2020","80.673","80.644","80.725","79.817","","0.04%"
"04/23/2020","80.644","82.158","82.158","80.162","","-1.84%"
"04/22/2020","82.158","83.715","84.219","82.088","","-1.86%"
"04/21/2020","83.715","81.989","84.169","81.989","","2.10%"
"04/20/2020","81.989","80.465","81.989","80.465","","1.89%"
"04/17/2020","80.465","80.326","80.860","79.881","","0.17%"
"04/16/2020","80.326","81.655","81.655","80.262","","-1.63%"
"04/15/2020","81.655","80.151","82.158","80.151","","1.88%"
"04/14/2020","80.151","80.326","80.564","79.800","","-0.22%"
"04/13/2020","80.326","80.730","80.872","80.123","","-0.50%"
"04/10/2020","80.730","81.176","81.190","80.122","","-0.55%"
"04/09/2020","81.176","81.251","81.650","79.768","","-0.09%"
"04/08/2020","81.251","82.337","82.397","81.250","","-1.32%"
"04/07/2020","82.337","82.050","82.701","81.793","","0.35%"
"04/06/2020","82.050","82.690","82.868","81.966","","-0.77%"
"04/03/2020","82.690","83.902","83.930","82.679","","-1.44%"
"04/02/2020","83.902","86.400","86.400","83.893","","-2.89%"
"04/01/2020","86.400","86.451","87.063","85.852","","-0.06%"
"03/31/2020","86.451","87.682","87.695","85.446","","-1.40%"
"03/30/2020","87.682","87.807","89.048","87.610","","-0.14%"
"03/27/2020","87.807","85.431","87.899","85.408","","2.78%"
"03/26/2020","85.431","85.165","86.176","84.713","","0.31%"
"03/25/2020","85.165","84.473","85.736","83.463","","0.82%"
"03/24/2020","84.473","85.450","85.785","84.235","","-1.14%"
"03/23/2020","85.450","85.500","87.382","85.173","","-0.06%"
"03/20/2020","85.500","84.710","85.598","83.335","","0.93%"
"03/19/2020","84.710","88.240","89.508","83.937","","-4.00%"
"03/18/2020","88.240","82.953","88.725","82.902","","6.37%"
"03/17/2020","82.953","83.466","83.470","81.853","","-0.61%"
"03/16/2020","83.466","80.687","84.380","80.655","","3.44%"
"03/13/2020","80.687","83.653","83.655","80.018","","-3.55%"
"03/12/2020","83.653","82.169","84.792","81.390","","1.81%"
"03/11/2020","82.169","80.519","82.480","80.503","","2.05%"
"03/10/2020","80.519","77.549","82.701","77.549","","3.83%"
"03/06/2020","77.549","75.906","77.773","75.607","","2.17%"
"03/05/2020","75.906","73.801","75.961","73.580","","2.85%"
"03/04/2020","73.801","73.711","74.034","72.891","","0.12%"
"03/03/2020","73.711","74.026","74.102","73.097","","-0.43%"
"03/02/2020","74.026","73.816","74.965","73.272","","0.28%"
"02/28/2020","73.816","72.547","74.719","72.540","","1.75%"
"02/27/2020","72.547","71.274","73.054","71.274","","1.79%"
"02/26/2020","71.274","71.105","71.551","70.586","","0.24%"
"02/25/2020","71.105","69.505","71.299","69.505","","2.30%"
"02/21/2020","69.505","69.245","69.966","69.220","","0.37%"
"02/20/2020","69.245","68.700","69.365","68.686","","0.79%"
"02/19/2020","68.700","68.890","68.890","68.529","","-0.28%"
"02/18/2020","68.890","68.740","69.362","68.730","","0.22%"
"02/17/2020","68.740","68.876","68.890","68.521","","-0.20%"
"02/14/2020","68.876","68.984","69.015","68.676","","-0.16%"
"02/13/2020","68.984","68.745","69.397","68.706","","0.35%"
"02/12/2020","68.745","69.215","69.215","68.681","","-0.68%"
"02/11/2020","69.215","69.982","69.982","69.064","","-1.10%"
"02/10/2020","69.982","70.160","70.269","69.708","","-0.25%"
"02/07/2020","70.160","69.553","70.450","69.381","","0.87%"
"02/06/2020","69.553","69.186","69.727","68.983","","0.53%"
"02/05/2020","69.186","69.677","69.861","68.894","","-0.70%"
"02/04/2020","69.677","70.433","70.433","69.388","","-1.07%"
"02/03/2020","70.433","70.865","70.977","70.121","","-0.61%"
"01/31/2020","70.865","69.823","70.865","69.498","","1.49%"
"01/30/2020","69.823","68.870","70.068","68.870","","1.38%"
"01/29/2020","68.870","68.627","69.126","68.612","","0.35%"
"01/28/2020","68.627","69.375","69.538","68.596","","-1.08%"
"01/27/2020","69.375","68.479","69.480","68.479","","1.31%"
"01/24/2020","68.479","68.423","68.662","68.115","","0.08%"
"01/23/2020","68.423","68.598","68.752","68.417","","-0.26%"
"01/22/2020","68.598","68.620","68.815","68.455","","-0.03%"
"01/21/2020","68.620","68.329","68.776","68.329","","0.43%"
"01/20/2020","68.329","68.278","68.330","68.143","","0.07%"
"01/17/2020","68.278","68.671","68.689","68.109","","-0.57%"
"01/16/2020","68.671","68.480","68.896","68.440","","0.28%"
"01/15/2020","68.480","68.370","68.817","68.310","","0.16%"
"01/14/2020","68.370","68.262","68.495","68.075","","0.16%"
"01/13/2020","68.262","67.894","68.369","67.723","","0.54%"
"01/10/2020","67.894","68.038","68.132","67.665","","-0.21%"
"01/09/2020","68.038","68.050","68.223","67.897","","-0.02%"
"01/08/2020","68.050","69.158","69.158","67.914","","-1.60%"
"01/06/2020","69.158","69.306","69.579","69.089","","-0.21%"
"01/03/2020","69.306","69.420","69.420","69.042","","-0.16%"
"12/30/2019","69.420","69.310","69.567","69.020","","0.16%"
"12/27/2019","69.310","69.055","69.423","68.811","","0.37%"
"12/26/2019","69.055","68.682","69.077","68.414","","0.54%"
"12/25/2019","68.682","68.627","68.768","68.285","","0.08%"
"12/24/2019","68.627","69.049","69.052","68.591","","-0.61%"
"12/23/2019","69.049","68.960","69.090","68.912","","0.13%"
"12/20/2019","68.960","69.403","69.432","68.796","","-0.64%"
"12/19/2019","69.403","69.635","69.635","69.281","","-0.33%"
"12/18/2019","69.635","69.582","69.744","69.413","","0.08%"
"12/17/2019","69.582","69.610","69.955","69.550","","-0.04%"
"12/16/2019","69.610","69.920","70.019","69.518","","-0.44%"
"12/13/2019","69.919","69.950","70.246","69.493","","-0.04%"
"12/12/2019","69.950","70.450","70.481","69.729","","-0.71%"
"12/11/2019","70.450","70.460","70.551","70.354","","-0.01%"
"12/10/2019","70.460","70.350","70.524","70.323","","0.16%"
"12/09/2019","70.350","70.500","70.595","70.303","","-0.21%"
"12/06/2019","70.500","70.743","70.838","70.292","","-0.34%"
"12/05/2019","70.743","70.839","70.902","70.654","","-0.14%"
"12/04/2019","70.839","71.105","71.142","70.695","","-0.37%"
"12/03/2019","71.105","71.141","71.241","70.982","","-0.05%"
"12/02/2019","71.141","70.854","71.200","70.783","","0.40%"
"11/29/2019","70.854","70.522","70.900","70.482","","0.47%"
"11/28/2019","70.522","70.342","70.659","70.342","","0.25%"
"11/27/2019","70.342","70.505","70.505","70.323","","-0.23%"
"11/26/2019","70.505","70.430","70.655","70.385","","0.11%"
"11/25/2019","70.430","70.401","70.533","70.249","","0.04%"
"11/22/2019","70.401","70.418","70.558","70.331","","-0.02%"
"11/21/2019","70.418","70.700","70.760","70.403","","-0.40%"
"11/20/2019","70.700","70.685","70.926","70.584","","0.02%"
"11/19/2019","70.685","70.675","70.767","70.439","","0.01%"
"11/18/2019","70.675","70.496","70.754","70.451","","0.25%"
"11/15/2019","70.496","70.490","70.550","70.310","","0.01%"
"11/14/2019","70.490","70.792","70.792","70.350","","-0.43%"
"11/13/2019","70.792","70.680","70.993","70.595","","0.16%"
"11/12/2019","70.680","70.495","70.803","70.384","","0.26%"
"11/11/2019","70.495","70.305","70.590","70.305","","0.27%"
"11/08/2019","70.305","70.159","70.605","70.140","","0.21%"
"11/07/2019","70.159","70.740","70.740","70.013","","-0.82%"
"11/06/2019","70.740","70.320","70.879","70.319","","0.60%"
"11/05/2019","70.320","70.952","70.952","70.217","","-0.89%"
"11/01/2019","70.952","71.505","71.578","70.762","","-0.77%"
"10/31/2019","71.505","71.188","71.522","71.100","","0.45%"
"10/30/2019","71.188","71.035","71.305","70.902","","0.21%"
"10/29/2019","71.035","70.770","71.050","70.724","","0.37%"
"10/28/2019","70.770","70.740","70.887","70.493","","0.04%"
"10/25/2019","70.740","71.102","71.161","70.571","","-0.51%"
"10/24/2019","71.102","71.146","71.368","71.061","","-0.06%"
"10/23/2019","71.146","70.919","71.192","70.846","","0.32%"
"10/22/2019","70.919","71.010","71.058","70.760","","-0.13%"
"10/21/2019","71.010","71.210","71.221","70.982","","-0.28%"
"10/18/2019","71.210","71.355","71.403","71.092","","-0.20%"
"10/17/2019","71.355","70.973","71.443","70.772","","0.54%"
"10/16/2019","70.973","70.910","71.141","70.784","","0.09%"
"10/15/2019","70.910","70.900","71.049","70.724","","0.01%"
"10/14/2019","70.900","70.868","71.039","70.793","","0.05%"
"10/11/2019","70.868","70.942","70.942","70.605","","-0.11%"
"10/10/2019","70.942","71.190","71.461","70.909","","-0.35%"
"10/09/2019","71.190","71.415","71.533","71.135","","-0.32%"
"10/08/2019","71.415","71.255","71.825","71.137","","0.23%"
"10/07/2019","71.255","70.954","71.377","70.950","","0.42%"
"10/04/2019","70.954","71.402","71.438","70.832","","-0.63%"
"10/03/2019","71.402","71.431","71.823","71.198","","-0.04%"
"10/02/2019","71.431","71.337","71.544","71.078","","0.13%"
"10/01/2019","71.337","70.676","71.513","70.673","","0.94%"
"09/30/2019","70.676","70.756","70.888","70.658","","-0.11%"
"09/27/2019","70.756","70.124","70.802","70.124","","0.90%"
"09/26/2019","70.124","70.222","70.509","70.087","","-0.14%"
"09/25/2019","70.222","70.490","70.794","70.182","","-0.38%"
"09/24/2019","70.490","70.174","70.511","69.930","","0.45%"
"09/23/2019","70.174","70.518","70.518","70.119","","-0.49%"
"09/20/2019","70.518","70.640","70.678","70.293","","-0.17%"
"09/19/2019","70.640","70.757","71.029","70.514","","-0.17%"
"09/18/2019","70.757","71.274","71.301","70.738","","-0.73%"
"09/17/2019","71.274","70.451","71.362","70.426","","1.17%"
"09/16/2019","70.451","71.283","71.283","70.223","","-1.17%"
"09/13/2019","71.283","71.593","71.747","71.094","","-0.43%"
"09/12/2019","71.593","72.108","72.108","70.984","","-0.71%"
"09/11/2019","72.108","72.275","72.319","71.825","","-0.23%"
"09/10/2019","72.275","72.390","72.400","72.050","","-0.16%"
"09/09/2019","72.390","72.485","72.548","72.098","","-0.13%"
"09/06/2019","72.485","73.091","73.091","72.420","","-0.83%"
"09/05/2019","73.091","73.050","73.123","72.754","","0.06%"
"09/04/2019","73.050","73.245","73.245","72.852","","-0.27%"
"09/03/2019","73.245","73.257","73.606","73.110","","-0.02%"
"09/02/2019","73.257","73.397","73.397","73.074","","-0.19%"
"08/30/2019","73.397","73.610","73.610","73.202","","-0.29%"
"08/29/2019","73.610","73.988","74.089","73.420","","-0.51%"
"08/28/2019","73.988","73.680","74.253","73.573","","0.42%"
"08/27/2019","73.680","73.295","73.983","73.295","","0.53%"
"08/26/2019","73.295","73.541","73.563","73.198","","-0.33%"
"08/23/2019","73.541","72.725","73.724","72.542","","1.12%"
"08/22/2019","72.725","72.925","73.036","72.627","","-0.27%"
"08/21/2019","72.925","73.850","73.868","72.865","","-1.25%"
