"Date","Price","Open","High","Low","Vol.","Change %"
"01/02/2023","75.807","78.950","83.854","75.619","21.33K","-3.94%"
"12/30/2022","78.913","79.950","82.972","74.842","91.94K","-1.30%"
"12/29/2022","79.950","77.326","79.969","75.804","85.15K","3.38%"
"12/28/2022","77.333","74.459","77.710","74.375","85.62K","3.86%"
"12/27/2022","74.459","72.737","75.605","72.706","115.54K","2.36%"
"12/26/2022","72.744","74.641","74.697","72.269","84.46K","-0.84%"
"12/23/2022","73.363","72.352","74.861","71.617","120.66K","1.39%"
"12/22/2022","72.359","75.715","77.587","72.233","127.39K","-4.43%"
"12/21/2022","75.715","76.242","77.718","73.054","113.73K","-0.68%"
"12/20/2022","76.235","74.026","76.242","71.278","162.14K","2.98%"
"12/19/2022","74.026","68.670","74.026","68.176","118.16K","7.79%"
"12/16/2022","68.677","68.781","69.588","67.035","97.29K","-0.15%"
"12/15/2022","68.781","69.121","69.739","66.938","129.63K","-0.50%"
"12/14/2022","69.130","67.157","69.250","66.953","145.65K","2.93%"
"12/13/2022","67.163","66.053","67.469","66.003","141.00K","1.68%"
"12/12/2022","66.053","65.772","66.904","65.273","103.04K","0.32%"
"12/09/2022","65.841","65.521","66.498","65.493","148.59K","0.49%"
"12/08/2022","65.518","65.175","66.970","65.066","119.55K","0.53%"
"12/07/2022","65.175","63.378","66.859","63.305","133.52K","2.83%"
"12/06/2022","63.378","63.560","66.732","63.357","110.95K","-0.29%"
"12/05/2022","63.560","63.850","66.420","63.547","116.79K","-3.52%"
"12/02/2022","65.875","64.447","65.925","64.303","126.38K","2.22%"
"12/01/2022","64.447","63.607","64.808","63.087","175.79K","1.32%"
"11/30/2022","63.607","62.816","64.022","62.517","142.18K","1.26%"
"11/29/2022","62.816","63.057","63.688","62.786","139.62K","-0.38%"
"11/28/2022","63.054","62.281","64.282","62.119","119.21K","0.19%"
"11/25/2022","62.932","62.825","65.338","62.572","121.71K","0.17%"
"11/24/2022","62.825","63.345","63.468","62.329","132.53K","-0.82%"
"11/23/2022","63.342","62.552","63.351","62.258","122.95K","1.26%"
"11/22/2022","62.552","62.143","62.659","62.128","148.36K","0.65%"
"11/21/2022","62.146","62.058","63.005","61.878","112.19K","-1.08%"
"11/18/2022","62.828","62.635","63.236","62.303","124.36K","0.24%"
"11/17/2022","62.676","63.145","63.145","61.756","125.89K","-0.79%"
"11/16/2022","63.176","62.666","63.993","62.489","131.32K","0.82%"
"11/15/2022","62.660","61.482","63.715","61.471","136.69K","1.93%"
"11/14/2022","61.476","61.524","63.511","61.450","131.48K","-2.30%"
"11/11/2022","62.927","61.917","63.252","61.316","143.51K","1.63%"
"11/10/2022","61.917","61.116","62.268","60.449","156.76K","1.31%"
"11/09/2022","61.116","61.469","62.160","61.049","164.37K","-0.56%"
"11/08/2022","61.463","63.308","63.403","60.170","170.18K","-2.91%"
"11/07/2022","63.308","61.560","64.588","60.051","126.35K","2.54%"
"11/04/2022","61.740","60.788","62.104","60.323","115.29K","1.57%"
"11/03/2022","60.785","59.866","61.251","59.841","107.72K","1.54%"
"11/02/2022","59.866","62.602","62.691","59.841","113.13K","-4.36%"
"11/01/2022","62.596","61.343","62.627","60.619","105.51K","2.04%"
"10/31/2022","61.343","61.248","61.836","60.783","111.29K","0.05%"
"10/28/2022","61.310","61.123","61.782","61.013","154.37K","0.31%"
"10/27/2022","61.123","61.851","62.243","61.064","191.61K","-1.17%"
"10/26/2022","61.845","62.014","62.309","61.127","147.88K","-0.27%"
"10/25/2022","62.014","60.549","62.325","60.442","74.43K","2.43%"
"10/24/2022","60.543","60.793","61.696","60.067","91.61K","-0.40%"
"10/21/2022","60.787","60.282","60.843","59.490","120.63K","0.83%"
"10/20/2022","60.285","59.579","64.944","59.506","120.07K","1.20%"
"10/19/2022","59.570","60.645","63.056","59.567","117.68K","-1.79%"
"10/18/2022","60.658","61.088","61.646","60.421","130.07K","-0.69%"
"10/17/2022","61.082","61.028","61.846","59.815","118.23K","0.30%"
"10/14/2022","60.902","63.196","63.439","60.086","136.65K","-3.63%"
"10/13/2022","63.196","61.852","63.270","61.135","147.26K","2.18%"
"10/12/2022","61.845","63.535","63.617","61.388","155.87K","-2.66%"
"10/11/2022","63.538","61.366","63.653","61.260","152.16K","3.54%"
"10/10/2022","61.366","62.664","62.774","59.587","128.38K","1.08%"
"10/07/2022","60.710","59.260","61.165","59.236","129.59K","2.47%"
"10/06/2022","59.248","60.216","60.989","58.392","149.39K","-1.61%"
"10/05/2022","60.216","58.925","60.660","57.857","140.92K","2.18%"
"10/04/2022","58.931","57.070","59.459","56.899","166.85K","3.27%"
"10/03/2022","57.062","59.009","60.765","56.012","161.81K","-3.29%"
"09/30/2022","59.002","56.511","60.472","55.248","125.64K","4.40%"
"09/29/2022","56.517","56.198","57.574","55.410","117.25K","0.57%"
"09/28/2022","56.198","56.521","56.995","55.500","136.35K","-0.57%"
"09/27/2022","56.521","56.280","57.622","55.709","135.01K","0.42%"
"09/26/2022","56.283","55.464","56.726","54.771","143.07K","0.36%"
"09/23/2022","56.081","60.504","60.590","55.105","121.38K","-7.32%"
"09/22/2022","60.510","60.559","60.587","58.273","133.52K","-0.08%"
"09/21/2022","60.559","61.596","62.037","59.755","118.33K","-1.68%"
"09/20/2022","61.596","60.261","64.210","59.989","122.17K","2.23%"
"09/19/2022","60.255","64.525","64.557","59.881","126.22K","-0.56%"
"09/16/2022","60.597","59.554","61.079","59.545","124.86K","1.75%"
"09/15/2022","59.554","59.618","63.070","59.402","159.92K","-0.11%"
"09/14/2022","59.618","61.799","61.874","59.334","160.45K","-3.53%"
"09/13/2022","61.802","60.839","64.951","59.281","108.27K","1.57%"
"09/12/2022","60.848","62.662","62.814","60.800","93.27K","-1.50%"
"09/09/2022","61.777","61.562","62.017","60.465","101.69K","0.35%"
"09/08/2022","61.562","62.473","62.492","60.425","111.74K","-1.46%"
"09/07/2022","62.473","60.647","64.484","59.882","109.63K","3.02%"
"09/06/2022","60.644","60.711","62.752","60.276","132.80K","-0.10%"
"09/05/2022","60.705","59.656","62.442","59.614","100.87K","1.19%"
"09/02/2022","59.992","59.918","61.234","59.811","133.86K","0.12%"
"09/01/2022","59.921","60.348","61.113","58.737","115.59K","-0.72%"
"08/31/2022","60.354","60.144","61.366","60.031","114.09K","0.35%"
"08/30/2022","60.141","61.821","62.180","60.081","90.55K","-2.71%"
"08/29/2022","61.818","59.914","64.817","59.782","60.14K","2.89%"
"08/26/2022","60.083","60.200","61.021","59.490","92.77K","-0.19%"
"08/25/2022","60.200","59.634","63.922","59.286","130.25K","0.95%"
"08/24/2022","59.634","60.051","60.235","59.287","130.73K","-0.69%"
"08/23/2022","60.045","59.752","63.809","58.874","119.13K","0.49%"
"08/22/2022","59.755","59.717","60.270","59.155","118.21K","0.06%"
"08/19/2022","59.720","60.537","60.552","58.916","103.61K","-1.34%"
"08/18/2022","60.534","61.577","62.076","60.325","106.91K","-1.68%"
"08/17/2022","61.571","62.540","62.607","61.187","121.27K","-1.55%"
"08/16/2022","62.542","62.496","62.803","61.496","94.05K","0.07%"
"08/15/2022","62.496","63.062","63.458","62.038","93.76K","-0.96%"
"08/12/2022","63.105","62.571","64.145","62.079","134.35K","0.86%"
"08/11/2022","62.565","63.336","63.714","62.093","148.05K","-1.22%"
"08/10/2022","63.339","61.733","63.918","61.487","141.74K","2.60%"
"08/09/2022","61.733","63.097","64.422","61.352","145.51K","-2.17%"
"08/08/2022","63.101","61.572","63.315","60.414","98.56K","2.38%"
"08/05/2022","61.633","61.745","62.848","61.384","142.77K","-0.18%"
"08/04/2022","61.745","62.574","63.575","61.153","113.61K","-1.33%"
"08/03/2022","62.574","61.787","63.787","61.022","102.84K","1.28%"
"08/02/2022","61.780","66.332","66.526","60.499","132.31K","-6.85%"
"08/01/2022","66.325","63.561","66.441","62.036","116.36K","4.19%"
"07/29/2022","63.657","63.707","65.469","61.697","109.84K","-0.07%"
"07/28/2022","63.701","60.592","63.786","60.450","158.26K","5.13%"
"07/27/2022","60.592","60.901","62.398","59.951","138.98K","-0.51%"
"07/26/2022","60.901","59.811","61.986","59.042","127.50K","1.83%"
"07/25/2022","59.805","59.282","60.334","58.233","108.21K","0.75%"
"07/22/2022","59.358","59.277","60.430","57.159","99.95K","0.14%"
"07/21/2022","59.277","57.014","60.857","55.954","136.53K","3.97%"
"07/20/2022","57.014","57.808","58.272","55.595","118.95K","-1.36%"
"07/19/2022","57.802","58.599","58.605","56.390","113.83K","-1.36%"
"07/18/2022","58.599","57.553","59.887","57.012","104.74K","1.93%"
"07/15/2022","57.491","58.429","59.882","56.913","130.87K","-1.60%"
"07/14/2022","58.426","58.680","60.740","57.995","173.29K","-0.43%"
"07/13/2022","58.680","58.603","62.261","58.412","168.52K","0.13%"
"07/12/2022","58.606","65.293","65.358","58.446","156.10K","-10.25%"
"07/11/2022","65.300","65.984","67.611","61.616","106.37K","-1.38%"
"07/08/2022","66.216","64.147","67.093","61.550","143.81K","3.25%"
"07/07/2022","64.135","64.720","66.111","63.983","149.28K","-0.90%"
"07/06/2022","64.720","61.539","70.679","61.459","96.40K","5.16%"
"07/05/2022","61.543","59.469","68.858","57.296","116.98K","3.49%"
"07/04/2022","59.469","56.344","62.605","56.301","100.80K","5.60%"
"07/01/2022","56.317","57.499","61.526","53.828","100.32K","-2.05%"
"06/30/2022","57.499","54.320","57.847","54.252","118.09K","5.85%"
"06/29/2022","54.320","57.340","58.117","53.094","124.55K","-5.28%"
"06/28/2022","57.348","56.204","58.941","55.414","143.52K","2.04%"
"06/27/2022","56.204","56.428","58.053","55.973","150.53K","-1.75%"
"06/24/2022","57.203","57.329","59.825","55.924","121.14K","-0.23%"
"06/23/2022","57.334","58.105","58.616","55.771","142.14K","-1.33%"
"06/22/2022","58.108","56.736","58.136","55.437","115.31K","2.42%"
"06/21/2022","56.736","57.581","62.978","54.855","111.57K","-1.48%"
"06/20/2022","57.587","59.539","61.425","57.570","108.43K","-4.62%"
"06/17/2022","60.375","61.700","61.730","58.140","117.34K","-2.15%"
"06/16/2022","61.700","59.878","62.389","58.407","172.97K","3.06%"
"06/15/2022","59.867","60.932","62.285","57.959","132.35K","-1.74%"
"06/14/2022","60.926","60.144","61.551","58.742","121.03K","1.30%"
"06/13/2022","60.147","61.116","61.208","59.015","101.81K","-1.82%"
"06/10/2022","61.262","61.597","63.228","59.801","99.09K","-0.53%"
"06/09/2022","61.591","65.363","65.396","59.756","123.66K","-5.77%"
"06/08/2022","65.363","66.061","67.076","63.955","85.37K","-1.05%"
"06/07/2022","66.054","65.617","66.919","64.800","90.64K","0.68%"
"06/06/2022","65.610","67.830","68.597","63.909","90.49K","-3.39%"
"06/03/2022","67.916","68.263","68.745","65.617","69.84K","-0.52%"
"06/02/2022","68.269","67.628","71.751","65.141","80.52K","0.94%"
"06/01/2022","67.634","67.359","68.776","65.327","81.21K","0.41%"
"05/31/2022","67.356","68.948","69.024","65.093","85.61K","-2.31%"
"05/30/2022","68.948","71.355","73.030","66.336","80.45K","-3.42%"
"05/27/2022","71.388","68.960","73.934","67.970","96.11K","3.53%"
"05/26/2022","68.956","65.138","69.678","62.749","95.88K","5.86%"
"05/25/2022","65.138","62.252","65.193","59.697","100.63K","4.64%"
"05/24/2022","62.252","62.576","63.128","59.563","97.67K","-0.53%"
"05/23/2022","62.582","66.060","66.207","60.988","102.92K","-4.43%"
"05/20/2022","65.485","65.728","67.441","61.256","98.91K","-0.37%"
"05/19/2022","65.728","67.286","68.310","64.907","102.34K","-2.32%"
"05/18/2022","67.289","68.566","69.359","65.413","83.18K","-1.87%"
"05/17/2022","68.569","67.469","69.598","65.985","77.51K","1.64%"
"05/16/2022","67.465","69.157","69.454","65.698","64.51K","-2.56%"
"05/13/2022","69.240","67.587","69.240","65.216","76.29K","2.44%"
"05/12/2022","67.594","70.168","71.218","66.287","104.26K","-3.67%"
"05/11/2022","70.168","73.575","73.733","69.512","108.48K","-4.63%"
"05/10/2022","73.572","73.816","74.632","71.604","71.93K","-0.32%"
"05/09/2022","73.809","73.205","75.509","70.377","67.28K","1.41%"
"05/06/2022","72.782","68.326","73.455","68.177","84.78K","6.52%"
"05/05/2022","68.326","70.232","70.557","67.024","86.70K","-2.71%"
"05/04/2022","70.228","71.840","72.674","67.875","65.60K","-2.23%"
"05/03/2022","71.834","74.197","75.367","69.631","69.00K","-3.19%"
"05/02/2022","74.197","77.282","77.407","73.513","50.08K","-4.06%"
"04/29/2022","77.334","76.417","77.561","73.166","87.81K","1.21%"
"04/28/2022","76.410","77.968","79.072","74.600","89.72K","-2.01%"
"04/27/2022","77.976","80.488","81.462","76.059","90.22K","-3.12%"
"04/26/2022","80.488","81.182","82.104","77.224","92.20K","-0.85%"
"04/25/2022","81.178","83.643","84.685","78.401","99.39K","-2.80%"
"04/22/2022","83.519","87.629","88.032","81.388","75.20K","-4.69%"
"04/21/2022","87.629","89.799","91.447","81.880","86.41K","-2.43%"
"04/20/2022","89.811","87.440","91.802","84.889","84.50K","2.72%"
"04/19/2022","87.432","87.453","88.377","85.337","78.11K","-0.02%"
"04/18/2022","87.453","90.031","91.379","85.646","34.87K","0.19%"
"04/15/2022","87.283","89.417","90.268","86.862","40.13K","-2.39%"
"04/14/2022","89.417","89.811","91.181","88.241","87.31K","-0.43%"
"04/13/2022","89.803","92.427","92.556","86.556","75.28K","-2.84%"
"04/12/2022","92.427","90.823","93.617","86.281","55.79K","1.77%"
"04/11/2022","90.823","92.660","93.033","86.573","61.71K","4.04%"
"04/08/2022","87.296","86.106","88.724","82.674","57.18K","1.38%"
"04/07/2022","86.106","89.500","90.556","84.118","63.99K","-3.79%"
"04/06/2022","89.500","91.611","92.552","88.396","58.37K","-2.30%"
"04/05/2022","91.611","91.916","94.464","90.740","51.04K","-0.34%"
"04/04/2022","91.920","93.063","99.129","91.027","71.17K","-2.91%"
"04/01/2022","94.677","90.530","98.533","89.647","97.45K","4.59%"
"03/31/2022","90.522","93.196","94.150","89.178","77.80K","-2.87%"
"03/30/2022","93.196","98.711","101.103","92.055","82.59K","-5.60%"
"03/29/2022","98.720","106.078","107.733","92.618","85.37K","-6.93%"
"03/28/2022","106.074","110.782","111.722","103.270","58.99K","-5.31%"
"03/25/2022","112.023","112.568","113.219","107.504","55.56K","-0.48%"
"03/24/2022","112.568","106.485","113.872","105.290","54.28K","5.71%"
"03/23/2022","106.485","116.919","118.086","104.559","64.85K","-8.92%"
"03/22/2022","116.920","117.498","120.902","113.537","69.09K","-0.49%"
"03/21/2022","117.498","111.645","127.600","111.565","67.07K","-0.17%"
"03/18/2022","117.695","144.791","144.791","111.747","61.70K","3.28%"
"03/17/2022","113.962","108.154","121.170","104.028","","5.40%"
"03/16/2022","108.124","116.683","128.534","105.568","","-7.31%"
"03/15/2022","116.651","133.469","135.182","110.490","","-2.75%"
"03/14/2022","119.950","121.030","123.500","115.658","","-0.89%"
"03/11/2022","121.030","125.000","127.011","121.030","","-3.18%"
"03/10/2022","125.000","127.000","132.001","121.655","","-1.57%"
"03/09/2022","127.000","120.500","130.300","115.110","","6.73%"
"03/08/2022","118.993","118.993","118.993","118.993","","0.00%"
"03/07/2022","118.993","118.993","118.993","118.993","","0.00%"
"03/04/2022","118.993","117.600","125.967","105.335","","1.18%"
"03/03/2022","117.600","115.400","125.065","109.121","","1.91%"
"03/02/2022","115.400","112.490","121.897","107.549","","2.59%"
"03/01/2022","112.490","106.000","113.010","100.002","","6.12%"
"02/28/2022","106.000","93.260","120.525","93.260","","13.66%"
"02/25/2022","93.260","95.207","96.060","91.900","","-2.05%"
"02/24/2022","95.207","91.849","99.093","91.702","","3.66%"
"02/23/2022","91.849","89.400","91.997","89.021","","2.74%"
"02/22/2022","89.400","90.230","91.403","89.028","","-0.92%"
"02/21/2022","90.230","87.544","90.723","86.607","","3.07%"
"02/18/2022","87.544","86.720","87.715","85.959","","0.95%"
"02/17/2022","86.720","85.674","87.007","85.568","","1.22%"
"02/16/2022","85.674","85.529","85.794","85.145","","0.17%"
"02/15/2022","85.529","86.887","86.887","85.201","","-1.56%"
"02/14/2022","86.887","87.619","88.606","86.105","","-0.84%"
"02/11/2022","87.619","85.800","88.235","85.185","","2.12%"
"02/10/2022","85.800","85.311","85.878","84.807","","0.57%"
"02/09/2022","85.311","85.680","85.810","85.147","","-0.43%"
"02/08/2022","85.680","86.406","86.429","85.615","","-0.84%"
"02/07/2022","86.406","86.863","86.987","86.143","","-0.53%"
"02/04/2022","86.863","87.507","87.650","86.730","","-0.74%"
"02/03/2022","87.507","86.201","87.730","86.018","","1.85%"
"02/02/2022","85.920","86.512","86.558","85.716","","-0.68%"
"02/01/2022","86.512","86.973","87.000","85.977","","-0.53%"
"01/31/2022","86.973","86.795","87.036","86.275","","0.21%"
"01/28/2022","86.795","86.970","87.364","86.165","","-0.20%"
"01/27/2022","86.970","89.408","89.450","86.304","","-2.73%"
"01/26/2022","89.408","88.818","90.625","88.777","","0.66%"
"01/25/2022","88.818","89.234","89.436","88.478","","-0.47%"
"01/24/2022","89.234","87.799","89.928","87.129","","1.63%"
"01/21/2022","87.799","86.704","87.940","86.533","","1.26%"
"01/20/2022","86.704","86.452","87.160","86.246","","0.29%"
"01/19/2022","86.452","87.177","87.387","86.005","","-0.83%"
"01/18/2022","87.177","86.835","87.391","86.550","","0.39%"
"01/17/2022","86.835","87.005","87.758","86.257","","-0.20%"
"01/14/2022","87.005","87.348","88.062","86.701","","-0.39%"
"01/13/2022","87.348","85.511","87.770","85.230","","2.15%"
"01/12/2022","85.511","84.659","85.613","84.522","","1.01%"
"01/11/2022","84.659","84.990","85.074","84.570","","-0.39%"
"01/10/2022","84.990","86.024","86.035","84.770","","-1.20%"
"01/07/2022","86.024","86.100","86.475","85.206","","-0.09%"
"01/06/2022","86.100","86.893","87.465","86.012","","-0.91%"
"01/05/2022","86.893","84.981","86.923","84.981","","2.25%"
"01/04/2022","84.981","84.260","85.301","84.125","","0.86%"
"01/03/2022","84.260","84.520","85.305","84.082","","-0.31%"
"12/30/2021","84.520","83.920","85.145","83.882","","0.71%"
"12/29/2021","83.920","83.353","84.273","83.065","","0.68%"
"12/28/2021","83.353","83.187","83.521","83.068","","0.20%"
"12/27/2021","83.187","83.293","83.431","82.816","","-0.13%"
"12/24/2021","83.293","83.051","83.473","82.875","","0.29%"
"12/23/2021","83.051","83.578","83.578","82.831","","-0.63%"
"12/22/2021","83.578","83.495","83.630","82.960","","0.10%"
"12/21/2021","83.495","83.624","83.666","83.218","","-0.15%"
"12/20/2021","83.624","83.361","83.993","83.330","","0.32%"
"12/17/2021","83.361","83.674","83.883","83.345","","-0.37%"
"12/16/2021","83.674","83.151","83.688","82.926","","0.63%"
"12/15/2021","83.151","83.087","83.727","83.047","","0.08%"
"12/14/2021","83.087","82.987","83.309","82.751","","0.12%"
"12/13/2021","82.987","83.040","83.245","82.653","","-0.06%"
"12/10/2021","83.040","83.256","83.368","82.616","","-0.26%"
"12/09/2021","83.256","83.508","83.508","82.989","","-0.30%"
"12/08/2021","83.508","83.377","83.610","82.965","","0.16%"
"12/07/2021","83.377","83.870","84.065","83.069","","-0.59%"
"12/06/2021","83.870","83.517","83.975","83.012","","0.42%"
"12/03/2021","83.517","83.300","83.725","83.014","","0.26%"
"12/02/2021","83.300","83.960","84.022","83.219","","-0.79%"
"12/01/2021","83.960","83.976","84.204","83.457","","-0.02%"
"11/30/2021","83.976","84.184","85.212","83.598","","-0.25%"
"11/29/2021","84.184","85.614","85.645","83.698","","-1.67%"
"11/26/2021","85.614","83.742","85.684","83.742","","2.24%"
"11/25/2021","83.742","83.984","83.987","83.564","","-0.29%"
"11/24/2021","83.984","83.566","83.990","83.324","","0.50%"
"11/23/2021","83.566","83.978","84.637","83.470","","-0.49%"
"11/22/2021","83.978","82.940","84.490","82.515","","1.25%"
"11/19/2021","82.940","83.105","83.163","82.412","","-0.20%"
"11/18/2021","83.105","82.100","83.198","82.079","","1.22%"
"11/17/2021","82.100","82.748","82.768","81.821","","-0.78%"
"11/16/2021","82.748","82.446","83.412","82.320","","0.37%"
"11/15/2021","82.446","83.392","83.392","82.378","","-1.14%"
"11/12/2021","83.392","81.962","83.774","81.832","","1.75%"
"11/11/2021","81.962","81.850","82.182","81.343","","0.14%"
"11/10/2021","81.850","82.010","82.140","81.573","","-0.20%"
"11/09/2021","82.010","82.521","82.753","81.905","","-0.62%"
"11/08/2021","82.521","82.421","82.714","82.293","","0.12%"
"11/05/2021","82.421","83.294","83.294","81.866","","-1.05%"
"11/03/2021","83.294","82.821","83.685","82.668","","0.57%"
"11/02/2021","82.821","83.092","83.493","82.821","","-0.33%"
"11/01/2021","83.092","81.921","83.095","81.831","","1.43%"
"10/29/2021","81.921","82.050","82.444","81.867","","-0.16%"
"10/28/2021","82.050","81.937","82.168","81.448","","0.14%"
"10/27/2021","81.937","80.662","82.013","80.545","","1.58%"
"10/26/2021","80.662","81.003","81.003","80.445","","-0.42%"
"10/25/2021","81.003","81.867","82.094","80.932","","-1.06%"
"10/22/2021","81.867","82.663","82.742","81.423","","-0.96%"
"10/21/2021","82.663","82.512","82.988","82.512","","0.18%"
"10/20/2021","82.512","82.564","82.753","82.495","","0.10%"
"10/19/2021","82.430","82.780","82.830","82.430","","-0.42%"
"10/18/2021","82.780","82.390","82.835","82.223","","0.47%"
"10/15/2021","82.390","82.752","82.918","82.250","","-0.44%"
"10/14/2021","82.752","83.475","83.500","82.723","","-0.87%"
"10/13/2021","83.475","82.873","83.510","82.825","","0.73%"
"10/12/2021","82.873","83.045","83.168","82.777","","-0.21%"
"10/11/2021","83.045","83.149","83.149","82.755","","-0.12%"
"10/08/2021","83.149","82.820","83.309","82.820","","0.40%"
"10/07/2021","82.820","83.717","83.745","82.820","","-1.07%"
"10/06/2021","83.717","83.911","84.005","83.524","","-0.23%"
"10/05/2021","83.911","84.248","84.300","83.860","","-0.40%"
"10/04/2021","84.248","84.296","84.791","84.153","","-0.06%"
"10/01/2021","84.296","84.228","84.849","84.220","","0.08%"
"09/30/2021","84.228","84.513","84.521","84.103","","-0.34%"
"09/29/2021","84.513","85.028","85.102","84.485","","-0.60%"
"09/28/2021","85.028","84.875","85.295","84.581","","0.18%"
"09/27/2021","84.875","85.246","85.246","84.777","","-0.44%"
"09/24/2021","85.246","85.510","85.738","85.198","","-0.31%"
"09/23/2021","85.510","85.438","85.572","85.101","","0.08%"
"09/22/2021","85.438","85.738","85.738","85.225","","-0.35%"
"09/21/2021","85.738","86.160","86.160","85.540","","-0.49%"
"09/20/2021","86.160","85.468","86.330","85.410","","0.81%"
"09/17/2021","85.468","85.391","85.653","85.302","","0.09%"
"09/16/2021","85.391","85.428","85.530","85.090","","-0.04%"
"09/15/2021","85.428","86.105","86.237","85.353","","-0.79%"
"09/14/2021","86.105","85.802","86.273","85.794","","0.35%"
"09/13/2021","85.802","86.450","86.450","85.800","","-0.75%"
"09/10/2021","86.450","86.303","86.530","86.029","","0.17%"
"09/09/2021","86.303","86.450","86.588","86.098","","-0.17%"
"09/08/2021","86.450","86.760","86.949","86.450","","-0.36%"
"09/07/2021","86.760","86.660","86.997","86.600","","0.12%"
"09/06/2021","86.660","86.396","86.708","86.396","","0.30%"
"09/03/2021","86.396","86.530","86.620","86.323","","-0.15%"
"09/02/2021","86.530","86.408","86.592","86.164","","0.14%"
"09/01/2021","86.408","86.469","86.553","86.302","","-0.07%"
"08/31/2021","86.469","86.699","86.877","86.421","","-0.27%"
"08/30/2021","86.699","86.840","86.909","86.604","","-0.09%"
"08/27/2021","86.777","87.150","87.225","86.720","","-0.54%"
"08/26/2021","87.244","87.143","87.505","86.957","","0.21%"
"08/25/2021","87.061","86.713","87.085","86.518","","0.42%"
"08/24/2021","86.700","86.915","86.961","86.610","","-0.47%"
"08/23/2021","87.107","86.707","87.107","86.694","","0.21%"
"08/20/2021","86.923","86.701","87.062","86.699","","0.36%"
"08/19/2021","86.613","86.424","86.885","86.424","","0.18%"
"08/18/2021","86.461","86.023","86.467","85.970","","0.38%"
"08/17/2021","86.132","86.394","86.602","86.070","","-0.15%"
"08/16/2021","86.260","86.539","86.581","86.250","","-0.14%"
"08/13/2021","86.380","86.404","86.423","86.158","","-0.01%"
"08/12/2021","86.390","86.238","86.450","86.177","","0.26%"
"08/11/2021","86.164","86.593","86.867","86.134","","-0.58%"
"08/10/2021","86.670","86.385","86.757","86.243","","0.23%"
"08/09/2021","86.467","86.490","86.573","86.269","","0.08%"
"08/06/2021","86.398","86.421","86.531","86.307","","-0.12%"
"08/05/2021","86.501","86.594","86.710","86.441","","-0.10%"
"08/04/2021","86.589","86.500","86.766","86.278","","0.05%"
"08/03/2021","86.546","86.575","86.877","86.475","","-0.21%"
"08/02/2021","86.727","86.895","86.960","86.391","","-0.11%"
"07/30/2021","86.824","87.111","87.275","86.534","","-0.17%"
"07/29/2021","86.967","86.860","87.117","86.755","","-0.05%"
"07/28/2021","87.013","87.050","87.125","86.700","","-0.16%"
"07/27/2021","87.155","87.076","87.350","86.875","","0.23%"
"07/26/2021","86.957","87.215","87.446","86.916","","0.17%"
"07/23/2021","86.806","86.773","86.964","86.516","","0.08%"
"07/22/2021","86.733","87.100","87.324","86.710","","-0.65%"
"07/21/2021","87.300","87.590","87.716","87.188","","-0.34%"
"07/20/2021","87.600","87.872","87.932","87.522","","-0.61%"
"07/19/2021","88.135","87.627","88.351","87.542","","0.74%"
"07/16/2021","87.490","87.762","87.762","87.368","","-0.39%"
"07/15/2021","87.832","87.843","87.910","87.494","","0.18%"
"07/14/2021","87.673","87.522","87.832","87.308","","0.16%"
"07/13/2021","87.528","88.171","88.188","87.433","","-0.91%"
"07/12/2021","88.329","88.330","88.793","88.215","","0.01%"
"07/09/2021","88.322","88.148","88.373","87.937","","-0.26%"
"07/08/2021","88.555","88.388","89.035","88.339","","0.48%"
"07/07/2021","88.130","87.783","88.295","87.448","","0.12%"
"07/06/2021","88.021","87.095","88.119","86.775","","0.97%"
"07/05/2021","87.179","86.952","87.289","86.918","","0.27%"
"07/02/2021","86.945","86.948","87.193","86.706","","-0.08%"
"07/01/2021","87.019","86.615","87.137","86.260","","0.30%"
"06/30/2021","86.758","86.625","87.056","86.429","","0.16%"
"06/29/2021","86.618","86.121","86.757","86.113","","0.73%"
"06/28/2021","85.988","86.186","86.220","85.977","","-0.28%"
"06/25/2021","86.230","86.170","86.422","86.076","","-0.11%"
"06/24/2021","86.323","86.504","86.505","86.066","","-0.35%"
"06/23/2021","86.627","86.940","86.954","86.548","","-0.50%"
"06/22/2021","87.062","86.942","87.262","86.937","","-0.17%"
"06/21/2021","87.210","86.680","87.262","86.656","","0.98%"
"06/18/2021","86.360","86.151","86.516","85.764","","0.24%"
"06/17/2021","86.150","87.065","87.065","86.056","","-1.19%"
"06/16/2021","87.185","87.488","87.537","86.851","","-0.42%"
"06/15/2021","87.552","87.238","87.720","87.040","","0.20%"
"06/14/2021","87.380","87.197","87.658","87.197","","0.06%"
"06/11/2021","87.327","87.423","87.448","86.948","","-0.07%"
"06/10/2021","87.393","87.945","87.945","87.332","","-0.74%"
"06/09/2021","88.043","87.979","88.193","87.702","","0.03%"
"06/08/2021","88.020","88.772","88.815","88.000","","-0.85%"
"06/07/2021","88.774","88.645","88.900","88.478","","0.25%"
"06/04/2021","88.554","88.745","88.934","88.540","","-0.33%"
"06/03/2021","88.850","89.258","89.331","88.768","","-0.54%"
"06/02/2021","89.331","89.880","89.997","89.253","","-0.53%"
"06/01/2021","89.805","89.597","90.040","89.436","","0.02%"
"05/31/2021","89.790","89.413","89.805","89.282","","0.64%"
"05/28/2021","89.219","89.610","89.699","89.116","","-0.41%"
"05/27/2021","89.590","89.658","89.745","89.420","","-0.06%"
